GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "01000","Alabama",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",104087.4,109404.3,115030.9,119242.4,122449.3,127792.3,133739.2,146524.7,155970.4,163853.6,169678.4,172686.8,168348.0,174753.0,181349.8,186299.0,191481.0,194211.0,200402.7,203829.8,210364.4,221735.5,230968.2
 "01000","Alabama",5,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",61084.1,64169.2,67225.8,69764.9,72038.4,74152.2,77084.9,81588.9,86356.8,91147.9,95286.4,97634.3,95327.1,96803.9,98890.4,100372.5,102207.5,106036.8,110384.0,112956.8,116126.6,(NA),(NA)
 "01000","Alabama",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",36560.0,38664.4,41080.8,42153.8,43049.2,46003.4,48754.0,56431.1,60415.9,62634.5,63989.5,64335.7,62852.9,67349.7,71321.0,74622.6,77735.4,76423.8,78326.3,78407.4,81483.2,(NA),(NA)
 "01000","Alabama",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",6443.2,6570.7,6724.4,7323.7,7361.7,7636.7,7900.3,8504.7,9197.7,10071.1,10402.4,10716.9,10168.0,10599.4,11138.4,11303.9,11538.1,11750.4,11692.4,12465.6,12754.6,(NA),(NA)
 "01000","Alabama",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",6759.5,6972.8,7334.1,7873.4,8004.4,8050.4,8434.7,8995.7,9913.7,10571.4,10851.1,11143.2,10685.1,11067.0,11608.5,11762.0,12043.3,12212.2,12171.8,12954.7,13253.9,(NA),(NA)
 "01000","Alabama",5,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-316.3,-402.1,-609.7,-549.6,-642.7,-413.7,-534.4,-491.0,-716.0,-500.3,-448.6,-426.3,-517.0,-467.6,-470.1,-458.1,-505.2,-461.8,-479.4,-489.1,-499.3,(NA),(NA)
 "02000","Alaska",8,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",42262.3,41157.3,40721.7,39516.9,40973.8,42881.0,42150.5,43735.3,45051.6,48517.1,51114.0,50884.0,55837.6,54151.4,54645.7,57670.1,54750.0,53273.0,53798.7,52710.7,52727.4,53092.4,54442.9
 "02000","Alaska",8,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.283,71.367,70.611,68.522,71.049,74.356,73.089,75.837,78.119,84.129,88.632,88.233,96.822,93.899,94.756,100.000,94.937,92.375,93.287,91.400,91.429,92.062,94.404
 "02000","Alaska",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",25744.8,24170.4,24732.6,26778.3,28420.4,29605.3,31799.7,34970.7,39774.8,44435.3,48972.6,54752.4,49585.9,52882.5,56259.9,57670.1,56622.8,55523.4,50641.6,49363.4,51803.1,54734.1,55406.1
 "02000","Alaska",8,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",12347.4,12889.9,13127.8,13893.2,14883.3,15703.7,16522.0,17454.3,18584.7,19600.3,20790.2,21813.1,22533.6,23170.8,24458.4,25739.1,26362.2,27139.9,27851.4,26975.1,26884.0,(NA),(NA)
 "02000","Alaska",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",10996.0,9333.2,9683.2,10432.8,11267.5,11811.9,13070.0,15095.6,18425.0,21730.3,23391.3,22949.4,22485.4,23978.2,24535.1,24190.8,22231.4,22963.2,19959.9,19190.3,21410.1,(NA),(NA)
 "02000","Alaska",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",2401.4,1947.4,1921.6,2452.3,2269.5,2089.7,2207.8,2420.9,2765.1,3104.7,4791.1,9989.9,4566.9,5733.5,7266.4,7740.3,8029.2,5420.3,2830.3,3198.0,3508.9,(NA),(NA)
 "02000","Alaska",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",2464.8,2003.9,1983.1,2515.4,2386.0,2162.9,2308.8,2504.9,2859.0,3197.1,4891.3,10081.4,4678.8,5845.7,7391.4,7858.3,8141.4,5544.1,2946.2,3313.3,3621.6,(NA),(NA)
 "02000","Alaska",8,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-63.4,-56.5,-61.5,-63.1,-116.5,-73.2,-101.0,-84.1,-93.9,-92.4,-100.1,-91.4,-111.9,-112.2,-125.0,-118.0,-112.2,-123.8,-115.9,-115.3,-112.6,(NA),(NA)
 "04000","Arizona",6,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",168550.5,183138.4,198095.9,207793.3,212656.2,219311.3,233342.0,243246.0,263061.0,277288.3,284907.0,277477.1,255080.7,257484.7,263211.1,268288.8,270148.9,273677.1,280229.5,289230.4,299405.7,311705.6,321431.9
 "04000","Arizona",6,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",62.824,68.262,73.837,77.451,79.264,81.744,86.974,90.666,98.051,103.354,106.194,103.425,95.077,95.973,98.107,100.000,100.693,102.008,104.451,107.806,111.598,116.183,119.808
 "04000","Arizona",6,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",132418.0,143392.4,155344.5,164611.6,171474.2,179413.3,192751.2,205420.8,228231.2,248230.7,262322.0,259366.7,243929.4,248210.0,257947.8,268288.8,275199.1,284430.0,297141.2,311091.0,327495.8,348297.1,366189.9
 "04000","Arizona",6,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",69878.0,77165.5,82849.0,91204.9,95475.4,98041.5,102681.4,111133.6,121777.8,134607.3,142619.0,143884.3,135101.2,134483.3,139617.9,145243.4,150331.8,156465.4,163520.2,170125.3,180538.2,(NA),(NA)
 "04000","Arizona",6,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",53957.6,57210.2,62686.7,62496.9,64645.6,69087.6,77036.6,80259.7,91325.7,97072.8,101548.1,97817.4,91774.7,96297.0,99627.3,103938.0,105519.9,108289.0,113875.8,120588.6,125844.6,(NA),(NA)
 "04000","Arizona",6,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",8582.5,9016.8,9808.9,10909.8,11353.3,12284.2,13033.2,14027.5,15127.6,16550.5,18154.9,17665.0,17053.6,17429.6,18702.6,19107.5,19347.5,19675.6,19745.1,20377.1,21113.0,(NA),(NA)
 "04000","Arizona",6,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",8957.6,9478.7,10425.4,11550.1,12091.0,12817.4,13685.2,14635.3,16025.9,17292.4,18971.4,18359.6,17841.7,18163.1,19496.3,19815.6,20090.0,20402.7,20481.5,21205.2,21949.9,(NA),(NA)
 "04000","Arizona",6,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-375.1,-461.9,-616.5,-640.4,-737.8,-533.3,-652.0,-607.8,-898.2,-741.8,-816.5,-694.6,-788.1,-733.4,-793.7,-708.1,-742.6,-727.1,-736.4,-828.1,-837.0,(NA),(NA)
 "05000","Arkansas",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",82755.5,84794.5,89317.1,90206.3,89922.7,92884.9,96544.8,101210.2,104653.3,106940.0,106155.3,105791.0,102528.1,105922.5,108295.4,108745.2,111778.9,112932.1,113860.9,114541.2,115346.7,117293.8,119443.4
 "05000","Arkansas",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.100,77.975,82.134,82.952,82.691,85.415,88.781,93.071,96.237,98.340,97.618,97.283,94.283,97.404,99.586,100.000,102.790,103.850,104.704,105.330,106.071,107.861,109.838
 "05000","Arkansas",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",59865.6,62442.5,66816.7,68770.0,70601.4,73950.4,78218.8,84624.5,89610.0,94384.5,96948.2,98955.3,97058.9,101690.0,106085.4,108745.2,114251.5,117336.7,118761.2,120374.8,123383.1,128418.9,133180.9
 "05000","Arkansas",5,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",32715.6,34881.0,36740.9,38766.9,40397.1,41662.0,43485.6,46064.2,48480.3,51110.2,53637.6,54778.2,54260.1,55258.2,56870.1,59196.3,60546.2,62563.9,64437.6,66138.7,68426.6,(NA),(NA)
 "05000","Arkansas",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",23273.1,23641.6,25500.6,25659.7,25709.1,27320.6,29649.4,32945.3,34893.1,36468.4,36516.6,37335.5,36093.5,39165.7,41717.9,41605.0,45403.7,46236.8,45618.7,45289.6,45696.8,(NA),(NA)
 "05000","Arkansas",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",3876.9,3920.0,4575.3,4343.5,4495.1,4967.9,5083.7,5615.0,6236.7,6806.0,6793.9,6841.7,6705.3,7266.2,7497.4,7943.9,8301.5,8536.1,8705.0,8946.6,9259.7,(NA),(NA)
 "05000","Arkansas",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",4168.1,4298.9,5185.8,4908.2,5120.7,5324.8,5572.8,6062.4,6873.8,7272.5,7208.1,7242.7,7118.7,7631.3,7877.6,8320.2,8744.4,8934.4,9071.5,9342.2,9665.4,(NA),(NA)
 "05000","Arkansas",5,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-291.2,-379.0,-610.5,-564.7,-625.6,-356.9,-489.1,-447.5,-637.1,-466.6,-414.2,-401.0,-413.5,-365.1,-380.3,-376.2,-442.9,-398.3,-366.5,-395.7,-405.7,(NA),(NA)
 "06000","California",8,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",1378653.7,1470393.0,1582377.4,1709938.7,1702775.7,1743650.6,1825424.0,1902318.8,1990140.8,2072177.0,2103618.2,2111138.0,2026486.9,2058137.9,2091586.0,2144497.3,2220867.6,2312540.1,2428598.4,2500950.4,2610682.3,2721651.0,2792029.1
 "06000","California",8,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.288,68.566,73.788,79.736,79.402,81.308,85.121,88.707,92.802,96.628,98.094,98.444,94.497,95.973,97.533,100.000,103.561,107.836,113.248,116.622,121.739,126.913,130.195
 "06000","California",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",1070523.6,1147841.6,1247093.0,1366561.0,1384111.2,1436430.9,1527294.0,1632216.9,1753866.2,1874737.3,1955856.0,1990678.2,1920061.8,1974614.5,2050056.8,2144497.3,2262771.2,2395162.3,2553772.2,2657797.6,2819110.7,2997732.8,3137469.0
 "06000","California",8,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",574424.3,625414.2,681073.1,768199.7,786781.2,793667.8,826979.3,881667.9,926928.5,980936.6,1029657.7,1042145.1,990073.5,1010509.2,1059293.7,1113412.4,1157678.6,1225532.5,1314051.6,1368776.0,1452152.5,(NA),(NA)
 "06000","California",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",431346.7,454788.9,495941.8,522588.4,525860.2,557092.4,613383.7,655864.0,729288.1,783585.1,810961.7,824400.6,810210.4,841000.9,859545.9,902244.8,965916.9,1021438.4,1080303.8,1131388.5,1202805.2,(NA),(NA)
 "06000","California",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",64752.6,67638.6,70078.0,75772.9,71469.8,85670.7,86930.9,94684.9,97649.6,110215.6,115236.6,124132.4,119777.9,123104.4,131217.2,128840.0,139175.7,148191.4,159416.8,157633.1,164153.0,(NA),(NA)
 "06000","California",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",70395.1,73614.2,78034.9,83626.4,86842.9,92974.1,94886.4,102505.0,108428.6,119307.8,124446.9,132410.9,129039.0,132293.2,140253.7,137424.4,147801.4,157079.1,168457.6,167903.1,174307.6,(NA),(NA)
 "06000","California",8,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-5642.5,-5975.7,-7956.9,-7853.6,-15373.1,-7303.5,-7955.5,-7820.0,-10778.9,-9092.2,-9210.3,-8278.4,-9261.2,-9188.7,-9036.6,-8584.3,-8625.7,-8887.7,-9040.8,-10269.9,-10154.6,(NA),(NA)
 "08000","Colorado",7,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",184192.9,201076.3,216300.2,232752.0,236382.6,236785.5,238539.8,240797.5,250839.6,256124.3,264577.0,267713.2,262379.8,264791.1,268680.8,273519.5,282533.9,295698.6,309179.6,316751.8,329573.7,341076.7,353076.6
 "08000","Colorado",7,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",67.342,73.514,79.080,85.095,86.423,86.570,87.211,88.037,91.708,93.640,96.731,97.877,95.927,96.809,98.231,100.000,103.296,108.109,113.038,115.806,120.494,124.699,129.086
 "08000","Colorado",7,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",136675.3,150381.7,164226.8,180605.5,187571.9,190962.8,196483.7,203980.2,219907.9,231205.9,246043.5,255566.8,248593.6,255140.5,264431.6,273519.5,288305.2,306571.1,318554.9,329368.3,350004.4,371749.6,390283.9
 "08000","Colorado",7,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",75821.4,83882.3,91785.0,103429.3,107435.1,106707.4,108800.2,114072.4,120698.9,128021.9,135559.9,140507.0,136686.0,138375.7,143060.0,150874.8,157077.0,168061.9,176661.6,181972.7,193148.5,(NA),(NA)
 "08000","Colorado",7,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",52720.9,57783.3,63141.5,67067.4,69912.7,73136.9,76588.7,77816.4,86335.5,89446.3,95948.1,100324.3,97606.6,99985.7,103998.8,106331.7,114262.9,120558.3,123389.4,127924.5,136405.0,(NA),(NA)
 "08000","Colorado",7,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",8133.0,8716.1,9300.3,10108.8,10224.1,11118.5,11094.9,12091.4,12873.4,13737.7,14535.5,14735.6,14301.0,16779.1,17372.7,16313.0,16965.2,17951.0,18503.9,19471.1,20450.9,(NA),(NA)
 "08000","Colorado",7,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",8624.3,9299.8,10085.9,10888.8,11258.9,11775.1,11907.8,12777.0,13869.7,14551.7,15388.3,15520.5,15202.3,17619.0,18296.8,17210.3,17889.9,18869.9,19440.9,20531.6,21477.6,(NA),(NA)
 "08000","Colorado",7,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-491.3,-583.7,-785.6,-779.9,-1034.8,-656.6,-813.0,-685.7,-996.3,-814.0,-852.8,-784.9,-901.2,-840.0,-924.1,-897.3,-924.7,-918.9,-937.0,-1060.5,-1026.8,(NA),(NA)
 "09000","Connecticut",1,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",190791.1,196247.7,202229.6,216370.0,220287.4,219959.4,222240.4,237132.6,242485.4,251581.3,261129.1,259721.9,248040.6,247460.8,242019.5,243801.0,241081.2,237784.3,242910.7,242793.9,243682.5,244925.7,248818.7
 "09000","Connecticut",1,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.257,80.495,82.949,88.749,90.355,90.221,91.156,97.265,99.460,103.191,107.107,106.530,101.739,101.501,99.269,100.000,98.884,97.532,99.635,99.587,99.951,100.461,102.058
 "09000","Connecticut",1,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",138648.8,145495.4,152338.1,165898.7,173127.2,176208.2,181339.7,198662.4,208766.2,222889.1,237542.7,240910.9,236393.2,237653.4,236523.7,243801.0,246632.0,248865.2,260072.6,263696.4,268310.5,275726.9,285640.4
 "09000","Connecticut",1,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",77432.9,82629.7,87404.9,94354.0,97529.6,96987.3,99734.0,106027.9,110615.3,115349.0,122630.8,124157.2,118313.3,120487.3,124608.4,127400.7,129317.4,133233.1,137502.7,138364.7,140653.1,(NA),(NA)
 "09000","Connecticut",1,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",50916.3,51964.9,53867.2,60191.1,64250.7,67540.2,69064.1,79678.1,84664.9,94001.6,100670.6,102508.9,103765.1,102763.3,96879.2,99554.7,100118.5,97671.6,104621.8,107279.7,109155.6,(NA),(NA)
 "09000","Connecticut",1,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",10299.6,10900.8,11065.9,11353.6,11346.9,11680.7,12541.6,12956.4,13486.0,13538.5,14241.2,14244.8,14314.8,14402.9,15036.1,16845.5,17196.1,17960.5,17948.0,18052.0,18501.8,(NA),(NA)
 "09000","Connecticut",1,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",10726.1,11315.7,11521.2,11810.3,11820.1,12135.4,13051.3,13485.0,14103.8,14130.2,14884.2,14848.9,15024.2,15118.1,15808.9,17568.4,17895.0,18641.0,18614.3,18721.8,19150.1,(NA),(NA)
 "09000","Connecticut",1,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-426.5,-414.9,-455.3,-456.8,-473.2,-454.7,-509.6,-528.7,-617.8,-591.7,-643.0,-604.1,-709.4,-715.2,-772.7,-722.9,-698.9,-680.5,-666.3,-669.8,-648.4,(NA),(NA)
 "10000","Delaware",2,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",45230.7,49742.7,53861.8,56109.0,58881.6,56814.0,57957.3,60682.3,59973.5,61496.8,61235.1,58656.4,60404.2,60016.1,62017.4,61975.8,59157.1,63499.5,65876.1,63108.7,62740.1,62764.7,63280.2
 "10000","Delaware",2,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.981,80.262,86.908,90.534,95.008,91.671,93.516,97.913,96.769,99.227,98.805,94.644,97.464,96.838,100.067,100.000,95.452,102.459,106.293,101.828,101.233,101.273,102.105
 "10000","Delaware",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",32967.7,36783.2,40363.6,43389.4,46448.3,45757.9,47761.6,51449.4,52154.1,55067.4,56278.5,54787.5,56871.2,57447.4,60357.4,61975.8,60666.1,66891.0,70969.4,69549.7,70774.8,73481.3,75415.5
 "10000","Delaware",2,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",15575.7,16806.5,17926.3,19093.3,20001.4,20554.1,21378.3,22709.7,24150.2,25518.0,26096.7,26254.3,25197.3,25509.5,26691.5,27443.2,28040.3,29389.2,30530.1,30619.8,31732.0,(NA),(NA)
 "10000","Delaware",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",15914.3,18392.2,20775.1,22447.5,24861.4,23471.1,24515.7,26274.2,25485.4,26897.3,27491.5,25983.5,29123.0,29191.8,30933.9,31609.5,29593.9,34137.9,36984.2,35200.1,35232.9,(NA),(NA)
 "10000","Delaware",2,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",1477.8,1584.5,1662.2,1848.6,1585.4,1732.7,1867.7,2465.6,2518.5,2652.1,2690.2,2549.8,2551.0,2746.1,2731.9,2923.0,3031.8,3363.9,3455.0,3729.7,3809.9,(NA),(NA)
 "10000","Delaware",2,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",1578.3,1693.7,1800.4,1985.5,1740.9,1857.8,2014.8,2616.9,2730.8,2820.8,2855.0,2716.0,2744.3,2953.9,2934.7,3108.7,3255.1,3598.9,3660.3,3940.7,4020.7,(NA),(NA)
 "10000","Delaware",2,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-100.5,-109.2,-138.2,-136.9,-155.5,-125.2,-147.1,-151.4,-212.3,-168.7,-164.8,-166.3,-193.4,-207.8,-202.8,-185.7,-223.3,-235.0,-205.3,-211.0,-210.8,(NA),(NA)
 "11000","District of Columbia",2,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",79625.8,81189.9,84658.1,85265.3,88505.8,91195.4,93025.0,97797.8,99954.6,100242.1,102956.5,106746.8,106351.3,109964.1,112008.3,112736.5,112677.9,114910.5,117238.4,119567.3,121011.2,123981.6,125935.5
 "11000","District of Columbia",2,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",70.630,72.017,75.094,75.632,78.507,80.893,82.515,86.749,88.662,88.917,91.325,94.687,94.336,97.541,99.354,100.000,99.948,101.928,103.993,106.059,107.340,109.975,111.708
 "11000","District of Columbia",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",52451.9,54879.8,58832.1,61095.5,65565.9,70054.7,74090.3,80471.3,85304.9,88517.2,93970.0,99478.5,100894.6,106120.3,110076.2,112736.5,114891.0,119841.0,125211.9,129826.1,134042.7,140660.9,146194.3
 "11000","District of Columbia",2,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",36298.0,37987.7,41056.3,43492.3,46445.4,49248.8,51880.1,55561.0,58969.9,61493.0,64695.0,67798.5,69085.1,72796.0,75879.7,77014.4,78320.1,81738.0,85398.1,88509.6,92154.6,(NA),(NA)
 "11000","District of Columbia",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",14753.9,15407.3,16280.9,16123.7,17694.8,19287.0,20050.8,22305.3,23757.7,24359.1,26260.9,28658.0,28994.6,30319.9,31399.4,32474.8,33142.0,34381.1,35653.8,37027.7,37365.0,(NA),(NA)
 "11000","District of Columbia",2,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",1400.0,1484.9,1494.9,1479.5,1425.8,1519.0,2159.5,2605.0,2577.2,2665.1,3014.1,3022.0,2814.9,3004.4,2797.0,3247.2,3428.9,3722.0,4159.9,4288.8,4523.1,(NA),(NA)
 "11000","District of Columbia",2,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",1884.9,1912.9,1934.0,1904.0,1853.7,2028.9,2705.7,3218.0,3246.4,3332.3,3670.5,3664.5,3516.2,3715.3,3653.2,4008.2,4196.8,4522.7,4974.8,5141.3,5365.1,(NA),(NA)
 "11000","District of Columbia",2,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-484.9,-428.0,-439.1,-424.5,-427.9,-509.9,-546.3,-613.1,-669.2,-667.2,-656.4,-642.5,-701.4,-710.9,-856.2,-761.1,-767.9,-800.8,-814.8,-852.5,-842.0,(NA),(NA)
 "12000","Florida",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",560887.8,590134.8,616625.2,642692.9,658640.0,685304.0,715436.1,757054.1,806338.6,834345.9,835867.1,803217.9,758264.1,766199.2,763745.9,769309.1,784090.1,805278.0,839124.3,866731.0,896117.0,924873.3,950759.1
 "12000","Florida",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.908,76.710,80.153,83.542,85.614,89.080,92.997,98.407,104.813,108.454,108.652,104.408,98.564,99.596,99.277,100.000,101.921,104.675,109.075,112.664,116.483,120.221,123.586
